self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
Yes,775845,177492,15,668,1119715,Rejected
No,914313,288905,15,647,545499,Rejected
No,881332,230484,20,690,1075571,Rejected
No,337088,193687,10,724,940896,Rejected
No,865819,317495,15,645,1167092,Rejected
No,771137,273168,20,730,1080903,Rejected
No,648104,219898,15,737,90504,Rejected
No,997094,142310,15,733,417114,Approved
No,649116,257880,10,920,907342,Rejected
Yes,602275,217954,10,690,707934,Rejected
No,913003,129622,15,636,777905,Rejected
No,964735,364770,15,714,1023791,Rejected
No,490541,261088,10,803,1773574,Rejected
Yes,898357,121842,20,836,1135846,Approved
Yes,977951,125652,15,830,1223681,Approved
No,767399,213923,20,699,730398,Rejected
No,608777,194776,15,695,1523074,Rejected
No,683286,226966,10,688,596146,Rejected
No,430054,163438,15,691,1542759,Rejected
No,504077,218855,15,613,324212,Rejected
No,610767,357873,20,714,1474378,Rejected
No,734487,143801,15,763,384681,Approved
No,975317,183457,15,758,1327066,Approved
No,625089,141629,15,735,1252045,Approved
No,930186,227210,15,666,945569,Rejected
Yes,842960,258375,10,767,1282496,Approved
No,593358,195029,10,661,1113969,Rejected
No,691949,237820,10,781,1564196,Rejected
No,695266,176384,20,742,328639,Rejected
No,586001,221470,10,676,1085077,Rejected
No,923021,159517,10,674,936791,Rejected
No,778496,293762,15,763,1689050,Rejected
No,766332,136810,15,706,722774,Approved
No,789419,216972,10,672,639704,Rejected
Yes,377224,228572,10,728,1156797,Rejected
No,434116,194377,15,766,692439,Rejected
No,648388,310596,10,621,1085994,Rejected
Yes,666067,199736,10,771,1531788,Approved
Yes,717571,163679,15,755,392312,Approved
No,505280,173036,10,669,1314237,Rejected
Yes,1159208,275869,10,719,1694037,Approved
No,941047,328863,15,763,891591,Rejected
No,805660,384440,15,666,445508,Rejected
No,664107,130954,10,729,438881,Approved
No,386908,247942,15,640,539139,Rejected
No,911305,160364,20,713,698193,Approved
No,1108043,245910,10,701,1462425,Approved
No,588522,211088,15,763,1047096,Rejected
No,745793,203601,15,737,783185,Approved
No,627001,157930,10,768,538309,Approved
No,656734,161456,15,752,790673,Approved
Yes,937969,70738,20,760,1152176,Approved
No,567690,178752,15,656,1996640,Rejected
Yes,995216,223252,20,666,931720,Rejected
No,742651,253401,15,673,616195,Rejected
Yes,1079680,244325,15,672,1351268,Rejected
No,853867,173292,20,757,868684,Approved
Yes,1058077,144692,20,760,1132205,Approved
No,808124,177334,20,699,413848,Rejected
No,922216,284370,20,832,1428701,Approved
No,573964,131523,10,700,959158,Approved
Yes,680135,181935,15,715,707697,Approved
No,971217,199527,10,667,462855,Rejected
No,924817,250477,15,776,947206,Approved
No,549078,192969,10,789,1363646,Rejected
No,751127,129685,15,712,1439683,Approved
Yes,520183,274572,20,669,1045844,Rejected
No,1054047,119911,10,741,936463,Approved
No,907238,83953,20,731,1613603,Approved
Yes,1148391,171750,10,759,957707,Approved
Yes,624449,164373,15,688,640317,Rejected
No,695987,317357,20,724,1055581,Rejected
Yes,722289,222144,10,690,906712,Rejected
No,585460,232852,15,761,732341,Rejected
No,422815,197858,10,741,1727898,Rejected
Yes,791809,99203,15,873,1133536,Approved
No,841612,220033,10,680,582781,Rejected
Yes,714895,356719,15,744,1816642,Rejected
No,721938,219943,15,693,539534,Rejected
No,1006264,262756,10,743,585690,Approved
No,527517,210263,15,812,957089,Rejected
No,1047952,183699,10,716,854164,Approved
No,727836,251870,20,634,1337982,Rejected
No,1007226,164282,15,673,580801,Rejected
Yes,974088,93026,15,773,1499668,Approved
No,719533,54777,15,765,1340419,Approved
No,640461,321194,10,719,2350051,Rejected
No,673384,164752,10,705,1385703,Approved
Yes,574882,77652,15,752,837080,Approved
No,1159703,175254,15,736,308030,Rejected
No,883163,193699,20,735,1398482,Approved
Yes,715069,91936,15,712,-186165,Rejected
No,656370,230657,20,651,887707,Rejected
No,884363,258876,10,748,1312776,Approved
Yes,950146,180159,10,797,1246932,Approved
No,615877,314096,15,670,532593,Rejected
Yes,733054,136803,10,615,2041944,Rejected
Yes,766737,226342,10,760,1295629,Approved
No,905228,156807,15,728,1689518,Approved
No,792639,184328,15,670,606279,Rejected
No,1091667,100819,15,686,892370,Rejected
Yes,905143,217306,10,710,509080,Approved
No,591105,166837,15,657,1250987,Rejected
No,860714,291797,10,742,336328,Rejected
No,398727,223418,10,735,598786,Rejected
Yes,962385,209250,15,788,1352790,Approved
No,957176,224714,15,677,542919,Rejected
No,616299,242810,20,729,1368877,Rejected
Yes,743584,166022,10,706,1106526,Approved
Yes,729840,165534,10,662,410827,Rejected
Yes,730875,313057,20,672,886308,Rejected
Yes,700260,169626,15,642,734441,Rejected
No,971505,205968,20,787,731571,Approved
No,923845,190085,10,720,1226063,Approved
No,569159,274317,10,695,804375,Rejected
No,721783,296705,15,813,1127924,Rejected
No,837316,198995,15,783,1791899,Approved
Yes,907912,225225,10,712,763019,Approved
No,971902,275133,10,858,1247312,Approved
Yes,1019364,243426,10,707,1222681,Approved
No,1367088,342595,15,791,1354857,Approved
No,481122,169586,15,682,1446914,Rejected
No,338825,248843,10,762,982289,Rejected
No,1013582,250698,15,694,984488,Rejected
No,833190,248321,10,669,166683,Rejected
Yes,554250,101467,15,676,1104068,Rejected
No,318346,327678,20,713,1710558,Rejected
No,661970,272709,15,734,781867,Rejected
No,823373,289286,15,768,668789,Rejected
No,592362,149606,10,670,645351,Rejected
Yes,791944,209940,20,771,863387,Approved
No,741337,213361,10,790,1271104,Approved
No,1201135,212830,20,782,851114,Approved
No,658266,259444,10,679,1210099,Rejected
Yes,807089,231451,15,689,993553,Rejected
Yes,802407,157331,20,669,382108,Rejected
Yes,735474,129529,15,818,635996,Approved
No,588763,193602,15,654,803300,Rejected
No,405585,209732,15,791,1238705,Rejected
No,816981,249560,10,615,1240514,Rejected
No,562655,174108,10,763,1201975,Approved
No,572555,226851,15,672,1106993,Rejected
No,761211,259902,10,652,1191275,Rejected
No,763178,247458,15,832,1165851,Approved
Yes,960739,220937,10,712,1447793,Approved
No,657526,366092,15,739,1087045,Rejected
No,1151051,209799,15,631,491369,Rejected
No,785368,146760,10,658,694040,Rejected
No,988627,314845,20,805,777711,Approved
Yes,494433,56259,10,779,435734,Approved
No,521027,350347,20,722,1424196,Rejected
No,1136351,222885,15,674,926114,Rejected
No,787280,178314,10,788,688949,Approved
No,706530,72183,20,815,1542384,Approved
No,962699,136864,10,738,759890,Approved
No,922181,129909,20,687,1153795,Rejected
Yes,809301,27935,10,730,860923,Approved
No,958201,185632,15,615,788572,Rejected
No,580925,154282,20,703,556267,Approved
Yes,739113,269444,10,652,1199632,Rejected
No,1031392,196753,15,676,1378239,Rejected
Yes,863477,253410,15,784,1046282,Approved
No,1060739,234789,10,715,747857,Approved
No,676718,123139,10,702,1325013,Approved
No,775389,76353,10,689,747240,Rejected
No,541998,228854,10,724,1158143,Rejected
No,904990,220536,10,679,55582,Rejected
Yes,498734,249878,10,702,890824,Rejected
Yes,590221,270501,10,731,1043897,Rejected
No,900553,164604,15,723,526482,Approved
No,661760,185514,10,690,1115186,Rejected
Yes,617250,236839,10,761,307737,Rejected
No,847348,285789,15,780,883419,Rejected
Yes,808779,274228,10,792,1565016,Rejected
No,811665,309400,15,690,1335528,Rejected
Yes,734078,228764,20,677,1340706,Rejected
Yes,561674,74876,15,716,619042,Approved
Yes,462060,223920,20,696,1264134,Rejected
No,1035586,160734,10,664,743767,Rejected
Yes,921268,200183,10,690,1099110,Rejected
No,666821,86756,15,784,446318,Approved
Yes,1111520,166622,10,768,1714584,Approved
No,629469,224391,10,641,832257,Rejected
Yes,515094,231984,15,729,819157,Rejected
Yes,568958,218483,10,751,1378768,Rejected
No,1100030,17135,15,638,701473,Rejected
No,972592,364914,15,754,1279276,Rejected
No,624755,105733,20,750,1450384,Approved
Yes,604559,129504,10,740,928306,Approved
Yes,946587,222313,10,744,1181495,Approved
Yes,849904,154429,20,712,848094,Approved
Yes,751316,251902,15,779,1542774,Rejected
Yes,659626,312982,20,697,807419,Rejected
No,610237,338040,10,763,859367,Rejected
Yes,211126,261960,10,740,776552,Rejected
No,80206,141099,20,711,258698,Rejected
Yes,457214,189800,15,730,644463,Rejected
Yes,761732,186592,15,804,980028,Approved
No,659147,112110,20,694,676322,Rejected
No,575012,247903,15,828,556117,Rejected
No,921171,264978,10,722,1309790,Approved
No,1012576,226209,15,749,911629,Approved
Yes,705489,204752,15,780,1149385,Approved
No,680749,192111,15,697,1178468,Rejected
Yes,799470,218022,10,699,879345,Rejected
No,919909,129174,10,747,1388305,Approved
No,404616,242015,15,738,694271,Rejected
No,719664,157184,10,730,501693,Approved
Yes,497390,215528,15,756,1138223,Rejected
No,925788,284027,10,779,1640667,Approved
No,801898,247240,10,813,1219341,Approved
No,658768,184116,15,746,1407055,Approved
No,516067,226163,15,786,1018820,Rejected
No,477238,198669,15,777,1366347,Rejected
No,909167,280561,15,765,791765,Approved
Yes,470550,261677,15,719,1041304,Rejected
No,778160,135137,15,742,687174,Approved
No,722024,85728,10,720,1234240,Approved
No,534524,218833,10,704,1342371,Rejected
No,600156,204952,10,734,1587229,Rejected
No,908133,213464,20,747,1272884,Approved
No,626084,184913,10,704,1013128,Approved
No,910122,231738,15,723,1019521,Approved
No,688509,277263,20,649,1711000,Rejected
No,828507,253536,20,752,1293299,Approved
Yes,409445,138800,20,774,1108817,Rejected
No,892746,154451,15,731,991423,Approved
Yes,836130,130525,10,803,1253670,Approved
No,862051,214687,10,698,1263810,Rejected
No,515144,108729,10,638,1180870,Rejected
No,924515,227532,20,733,1074156,Approved
No,806971,231336,10,677,436702,Rejected
No,771381,226440,20,646,631932,Rejected
No,808132,198129,20,723,947350,Approved
No,778908,129935,15,718,1706584,Approved
No,554176,245192,15,728,1302198,Rejected
Yes,794226,185896,15,711,1103597,Approved
No,498906,212788,20,736,1151021,Rejected
No,283435,243881,10,713,876471,Rejected
Yes,861253,197068,10,675,769298,Rejected
No,939478,159893,15,690,856448,Rejected
No,474216,305244,10,742,1030781,Rejected
Yes,789123,197045,10,756,1550735,Approved
No,713270,58278,15,693,762056,Rejected
Yes,753705,229445,15,771,1111543,Approved
No,241789,170009,15,732,1130389,Rejected
No,603326,252932,15,687,858017,Rejected
No,521301,201855,10,708,1558236,Rejected
No,730962,93116,15,630,902359,Rejected
No,896444,298048,20,812,1047917,Approved
No,652110,231676,20,738,969887,Rejected
No,554563,214116,15,727,645638,Rejected
No,584843,58353,15,625,404061,Rejected
No,853577,192357,15,674,865357,Rejected
No,524196,103487,15,643,1382110,Rejected
No,965864,72309,15,633,2133795,Rejected
Yes,840809,167336,20,680,603307,Rejected
No,1102156,171818,15,674,965947,Rejected
No,760565,113203,15,689,1024344,Rejected
No,715923,264744,15,731,658343,Rejected
Yes,704312,246795,10,722,1129589,Rejected
No,734193,209566,10,763,1663103,Approved
No,1124109,181104,10,731,1307728,Approved
No,1073378,214347,10,746,1404537,Approved
No,1067787,125467,15,751,1213940,Approved
No,428510,269724,15,678,1764713,Rejected
No,855845,191370,15,711,1102529,Approved
No,753733,247896,10,662,1762122,Rejected
No,789058,117369,10,776,1837263,Approved
Yes,794445,175827,15,753,1150132,Approved
No,627594,251709,15,747,893829,Rejected
No,618052,160235,10,683,1679943,Rejected
Yes,648334,122098,20,796,871292,Approved
Yes,709633,199272,15,773,948894,Approved
No,675984,81607,15,703,813888,Approved
Yes,929849,233318,15,680,928358,Rejected
No,577158,254796,10,743,1585754,Rejected
No,764940,228940,15,757,867283,Approved
No,820956,220234,15,695,885378,Rejected
No,879602,185040,10,702,891764,Approved
No,826581,136932,10,724,784426,Approved
Yes,702238,165842,20,812,1268863,Approved
Yes,964005,179633,15,788,1414943,Approved
No,759589,68555,10,710,1559233,Approved
Yes,800765,186404,20,664,519883,Rejected
No,718803,109286,10,817,943645,Approved
Yes,545930,112801,10,689,963724,Rejected
Yes,509517,115261,15,789,1095500,Approved
No,1040580,271885,10,654,1012910,Rejected
No,662418,120748,20,804,1506200,Approved
Yes,696982,75627,10,747,1232416,Approved
No,719028,276169,20,722,1254146,Rejected
Yes,621176,201495,10,643,861310,Rejected
Yes,270976,119377,20,693,1150796,Rejected
Yes,558486,94899,10,765,1468289,Approved
No,757359,201662,10,631,572886,Rejected
No,1175669,145663,15,711,821300,Approved
No,1138715,304191,15,688,1644326,Rejected
No,755159,260228,10,706,1068262,Rejected
Yes,184360,191595,15,769,1063322,Rejected
No,695546,180655,10,696,650020,Rejected
No,374332,245200,10,745,1099316,Rejected
No,687688,266183,10,752,1309301,Rejected
No,1083126,310212,15,679,1062563,Rejected
No,789023,96005,15,684,1375089,Rejected
No,372899,333448,20,752,992598,Rejected
No,992544,84212,20,594,1012527,Rejected
No,850140,151457,15,716,627196,Approved
Yes,945179,276184,15,746,111144,Rejected
Yes,718866,144883,10,627,878966,Rejected
Yes,1063683,264214,20,795,1024406,Approved
No,719852,83072,15,638,1348656,Rejected
No,853164,185268,10,633,1515249,Rejected
Yes,530437,250327,15,772,884590,Rejected
No,734579,261689,20,656,780354,Rejected
No,688146,236470,15,570,582289,Rejected
No,662930,68056,15,687,1082157,Rejected
Yes,606950,284391,15,735,1450881,Rejected
No,780800,283734,15,679,1630854,Rejected
No,643230,165581,10,691,814814,Rejected
Yes,933878,189161,20,756,1516856,Approved
Yes,990303,206387,20,770,1837835,Approved
No,822683,192959,10,687,1571282,Rejected
Yes,354931,214623,15,792,1403073,Rejected
No,592909,86372,10,759,2174215,Approved
Yes,894371,96392,15,710,490352,Approved
No,639799,148077,15,671,2116091,Rejected
No,507970,122298,15,730,803021,Approved
No,713694,295902,15,782,1158537,Rejected
No,899920,275015,15,794,1213823,Approved
Yes,435167,189293,20,693,1244485,Rejected
Yes,821058,130703,20,745,2264167,Approved
No,769815,168262,10,687,1660493,Rejected
No,543173,134494,10,728,1282553,Approved
Yes,928672,81446,10,715,1534589,Approved
No,1022192,166780,15,680,1202896,Rejected
No,842705,153408,15,654,1860574,Rejected
No,728354,186146,10,661,710670,Rejected
No,880086,201597,10,709,1102354,Approved
No,607566,132848,15,709,1212236,Approved
No,750036,192235,10,741,1377326,Approved
No,604765,227669,20,731,1433589,Rejected
No,330392,235259,15,712,953436,Rejected
No,830050,271922,15,644,1274947,Rejected
Yes,809981,228174,10,628,1017074,Rejected
Yes,1122302,268983,15,726,521748,Rejected
Yes,675637,215359,10,795,1159488,Approved
Yes,241361,-16591,10,749,909593,Approved
No,480864,243748,10,781,1353734,Rejected
Yes,818596,1422,15,762,1463142,Approved
No,687419,270673,20,656,885898,Rejected
Yes,673865,164351,10,801,304933,Rejected
No,832220,274019,15,701,1015065,Approved
No,893412,158947,10,683,1292748,Rejected
No,514837,186104,10,713,1257983,Rejected
No,698524,197443,15,753,1010496,Approved
No,1167575,231065,15,716,943348,Approved
No,740721,202233,15,728,1420173,Approved
No,1023252,143278,10,734,995050,Approved
No,884651,152507,10,712,1444588,Approved
No,564606,332679,15,703,1156201,Rejected
No,698698,190487,10,739,1524496,Approved
No,885361,238287,15,711,1204264,Approved
Yes,488791,213650,10,740,822887,Rejected
No,685792,251072,15,759,1094160,Rejected
No,723919,147133,20,720,1492508,Approved
No,728775,275101,20,674,882293,Rejected
No,704143,277236,10,749,1346038,Rejected
Yes,688957,275921,20,773,1039500,Rejected
No,588847,287364,20,720,564592,Rejected
Yes,635843,217764,15,635,981225,Rejected
No,904144,206469,10,752,1139084,Approved
No,720802,175777,10,680,1654682,Rejected
Yes,1151981,236060,10,762,1151496,Approved
No,1005048,89108,15,733,382943,Approved
No,930035,182726,10,686,530037,Rejected
Yes,598079,144935,15,630,800214,Rejected
No,703023,222954,10,704,408015,Rejected
Yes,691138,257669,15,694,843733,Rejected
No,1004661,267276,20,638,1199114,Rejected
Yes,504377,286739,15,772,1483435,Rejected
Yes,443322,133274,15,689,1055285,Rejected
No,638589,198221,15,645,1387230,Rejected
No,703878,219186,20,734,690962,Approved
No,492805,92699,10,710,1250531,Approved
No,658441,253662,10,788,1356399,Rejected
No,1180866,373102,15,705,1156665,Approved
Yes,588920,220947,15,691,420333,Rejected
No,782736,265476,15,719,543886,Rejected
No,992386,218044,20,734,1221728,Approved
No,674936,184003,15,714,1951454,Approved
Yes,694168,197728,10,657,1562048,Rejected
No,550287,151338,15,656,831895,Rejected
No,771455,130391,15,756,849985,Approved
No,811016,100457,15,713,957325,Approved
Yes,498176,192669,15,647,1331279,Rejected
No,742843,290321,15,692,983554,Rejected
No,1516391,196774,10,782,907758,Approved
No,904849,143869,20,723,1794296,Approved
No,922688,97491,15,599,941160,Rejected
Yes,384891,85643,10,694,1104534,Rejected
No,281961,225852,10,744,1039912,Rejected
No,415888,225354,20,768,1714838,Rejected
No,564900,254352,20,674,1267040,Rejected
No,696170,232407,15,679,503341,Rejected
No,1031128,87749,20,679,941086,Rejected
No,989895,185303,15,715,378475,Approved
No,435902,224174,10,738,1162331,Rejected
Yes,970682,187470,10,705,933646,Approved
No,719673,152160,20,669,1148519,Rejected
No,555775,-15140,10,737,671553,Approved
No,820461,217086,15,802,369984,Rejected
No,890793,314647,20,665,1157487,Rejected
Yes,780163,89133,10,681,1045273,Rejected
No,740864,193886,15,796,1276360,Approved
No,273190,341227,10,682,1294751,Rejected
No,898944,149562,15,721,1190467,Approved
Yes,662127,150820,15,837,1132038,Approved
No,688268,271837,10,700,1045515,Rejected
No,941680,371762,15,722,641931,Rejected
No,76815,242442,10,657,933698,Rejected
Yes,945213,241457,10,759,1779081,Approved
No,731648,209137,15,769,1024756,Approved
No,660182,137500,10,698,1014845,Rejected
No,1047682,273747,20,750,569727,Approved
Yes,926756,191461,10,714,761830,Approved
No,629453,110848,15,674,49307,Rejected
No,916131,201655,10,704,726483,Approved
No,961845,150498,15,722,851595,Approved
No,277815,190897,20,765,1395593,Rejected
Yes,743010,143884,10,760,1691645,Approved
